speaker,sentence,sentence_ons,sentence_off,c1_rel,c2_rel,v1_ons,v1_off,frame,word,vowel,vowel_ipa,c2,place,voicing,num_syl,sentence_duration,rel_rel,v1_duration,c2_clos_duration,speech_rate,speech_rate_c
en08,We'll say 'teep' this Friday,148.595011,149.990104,149.06227685062413,149.29997168620153,149.1545154810877,149.22572750241937,I'll say '{word}' this Thursday,teep,ee,iː,p,labial,voiceless,mono,1.3950930000000028,237.69483557740045,71.21202133166094,74.24418378215591,4.300788549580557,7.092852392869275e-4
en08,We'll say 'targus' this Friday,151.175011,152.622297,151.58665494505658,151.82829042080854,151.66370070097514,151.76909449254597,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.4472859999999912,241.63547575196276,105.39379157083317,59.19592826256803,4.836639060973465,0.5365597966321953
en08,I'll say 'teeg' this Thursday,153.697167,155.244989,154.17098742014446,154.4448017675515,154.25703531288102,154.38664119170463,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.5478219999999965,273.8143474070398,129.60587882361096,58.16057584686973,3.876414729859127,-0.42366453448214303
en08,They'll say 'teekus' this Tuesday,156.364989,158.046125,156.85622892265923,157.03542430196416,156.91416272686732,156.97255658435927,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,1.6811359999999809,179.1953793049288,58.39385749195003,62.867717604888185,4.163851110201721,-0.13622815413954914
en08,She'll say 'terk' this Sunday,158.966461,160.453421,159.4817161416763,159.74512290099224,159.55289422215466,159.666461,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.486959999999982,263.4067593159557,113.56677784533531,78.66190099224468,4.03507828051869,-0.26500098382257953
en08,I'll say 'terpus' this Thursday,161.410023,163.061295,161.85822260636695,162.0664608500025,161.93015527143731,162.000023,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,1.6512720000000058,208.23824363554877,69.8677285626843,66.43785000250091,4.239156238342305,-0.0609230259989646
en08,She'll say 'teekus' this Sunday,163.871741,165.434251,164.37046280545107,164.5632922021922,164.44361321260467,164.51767371478957,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,1.5625100000000032,192.8293967411321,74.06050218489213,45.618487402634855,4.47997132818349,0.17989206384222012
en08,She'll say 'terb' this Sunday,166.405023,167.940061,166.93272171706926,167.21980102778977,167.01849230238807,167.14809818121168,We'll say '{word}' this Friday,terb,er,əː,b,labial,voiced,mono,1.535037999999986,287.0793107205145,129.60587882361096,71.70284657809134,3.9086980257166632,-0.3913812386246067
en08,We'll say 'tarpus' this Friday,169.115011,170.628953,169.56845592953624,169.79751854732146,169.64055013652114,169.735011,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.513941999999986,229.06261778521753,94.46086347884375,62.50754732147357,4.623691000051564,0.3236117357102941
en08,We'll say 'tarp' this Friday,171.950023,173.337653,172.3679054435315,172.63051445809282,172.45369460151764,172.550023,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.3876300000000015,262.60901456132046,96.3283984823704,80.49145809280844,4.323919200363204,0.02383993602193435
en08,She'll say 'terbus' this Sunday,174.494942,176.071189,175.00147067197176,175.24985280024208,175.0757461939104,175.18113998548122,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.576246999999995,248.3821282703218,105.39379157083317,68.71281476085755,4.440928357040503,0.1408490926992334
en08,She'll say 'tarpus' this Sunday,177.093413,178.679962,177.57222156973847,177.81251166454513,177.65870014060516,177.74130608534986,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.5865489999999909,240.2900948066531,82.6059447446994,71.20557919526505,4.412091905135007,0.11201264079373718
en08,She'll say 'terkus' this Sunday,179.679282,181.286436,180.20941206409128,180.42313031294685,180.2676417937803,180.35879318108482,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.6071540000000084,213.7182488555709,91.15138730450667,64.33713186203249,4.355525357246389,0.05544609290511904
en08,She'll say 'targ' this Sunday,182.378476,183.899321,182.89322632051258,183.20289278231343,182.98357404748356,183.13739201355992,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.52084499999998,309.6664618008447,153.81796607636034,65.50076875350896,3.945175215094292,-0.35490404924697794
en08,I'll say 'tarb' this Thursday,185.155011,186.729011,185.58448597059567,185.84469798160836,185.6662844274659,185.785011,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.5740000000000123,260.21201101269753,118.72657253408647,59.686981608365386,3.8119440914866285,-0.4881351728546415
en08,You'll say 'terp' this Monday,187.870023,189.362781,188.33679846615095,188.61720863855086,188.40880666362673,188.5455337445835,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.4927580000000091,280.41017239991106,136.72708095677422,71.67489396735505,4.019405690674552,-0.28067357366671786
en08,They'll say 'tarb' this Tuesday,190.4,191.986425,190.8716878500455,191.13676507534356,190.95989089012284,191.07,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.5864249999999913,265.07722529805733,110.10910987715761,66.76507534356801,3.782088658461656,-0.5179906058796138
en08,I'll say 'tergus' this Thursday,193.055011,194.711058,193.49403747846134,193.72796639449234,193.5751851426645,193.675011,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.656047000000001,233.92891603100452,99.82585733550309,52.95539449232933,4.226933172790384,-0.07314609155088636
en08,They'll say 'teek' this Tuesday,197.785034,199.269834,198.23440306574398,198.44308084548976,198.31059608144744,198.37611114107256,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.484800000000007,208.67777974578416,65.51505962511328,66.96970441720396,4.04094827586205,-0.2591309884792201
en08,She'll say 'teegus' this Sunday,200.818608,202.436064,201.34685422474595,201.53719067698822,201.42277767435337,201.50111089781817,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.6174559999999758,190.33645224226348,78.33322346479576,36.07977917005201,4.327783877892261,0.027704613550991297
en08,She'll say 'terp' this Sunday,203.476137,204.99057,203.99837685479525,204.2485575026689,204.0701142156242,204.17265952634176,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.5144329999999968,250.18064787363414,102.54531071757356,75.89797632712703,3.9618788021655713,-0.33820046217569866
en08,She'll say 'targus' this Sunday,206.044835,207.57784,206.51151155945382,206.75340430000463,206.59051454865323,206.684835,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.5330050000000028,241.89274055081,94.32045134676059,68.5693000046399,4.56619515265768,0.26611588831640987
en08,You'll say 'tarkus' this Monday,208.650023,210.225523,209.10425568610276,209.34947146837382,209.17049456590684,209.28016107875757,She'll say '{word}' this Sunday,tarkus,ar,ɑː,k,velar,voiceless,di,1.5755000000000052,245.21578227106033,109.66651285073681,69.31038961624836,4.443033957473803,0.14295469313253317
en08,They'll say 'terg' this Tuesday,211.34,212.92482,211.7877409977341,212.1119524343095,211.8896987661691,212.05,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.5848200000000077,324.2114365754105,160.30123383092132,61.95243430948949,3.7859189056170233,-0.5141603587242467
en08,We'll say 'terg' this Friday,213.895011,215.314946,214.3511704173604,214.6089248542765,214.43128389532725,214.55376857201767,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.419934999999981,257.75443691608757,122.48467669041929,55.156282258820966,4.225545535535134,-0.07453372880613607
en08,She'll say 'teepus' this Sunday,216.37608,217.972932,216.8868874503911,217.08754471308947,216.96984173336128,217.03393255255975,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.5968519999999842,200.65726269837114,64.09081919846926,53.61216052972395,4.383624781758153,0.08354551741688265
en08,She'll say 'terg' this Sunday,218.876097,220.419345,219.39707777130727,219.67751527679906,219.49006325612,219.61682065409033,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.5432480000000055,280.4375054917898,126.75739797032293,60.6946227087235,3.8879039532207256,-0.4121753111205444
en08,You'll say 'tarbus' this Monday,221.573199,223.194089,222.05421499237377,222.31371121640314,222.14862115227336,222.24831798213768,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.6208900000000028,259.49622402936257,99.69682986431394,65.39323426545707,4.3186150818377484,0.01853581749647848
en08,You'll say 'tarb' this Monday,224.270023,225.821167,224.82233760005852,225.12437260405153,224.9047897584642,225.04009259899433,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.5511439999999936,302.0350039930122,135.3028405301302,84.28000505719524,3.8681128251148986,-0.43196643922637135
en08,You'll say 'teepus' this Monday,226.82,228.41249,227.42046598204064,227.573249661117,227.49153335730904,227.53283632968137,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.592489999999998,152.78367907635015,41.30297237233549,40.41333143561587,4.395631997689159,0.09555273334788872
en08,You'll say 'terbus' this Monday,229.490794,231.043002,229.92549277000083,230.17483076071068,230.01799451432737,230.12481254632485,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.5522080000000074,249.3379907098472,106.81803199747719,50.01821438582965,4.50970488491231,0.20962562057103984
en08,We'll say 'teeb' this Friday,232.135011,233.527868,232.58280303364972,232.83217268102788,232.67143899952964,232.77540855067386,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.3928570000000207,249.3696473781597,103.96955114421758,56.76413035402561,4.307692749506884,0.007613485165614442
en08,You'll say 'terg' this Monday,234.644989,236.017583,235.08303167309333,235.349754581517,235.16715665965788,235.30388374061462,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.3725939999999923,266.72290842367374,136.7270809567458,45.87084090238136,4.371285318164026,0.07120605382275613
en08,We'll say 'tergus' this Friday,237.165034,238.720654,237.6256136354801,237.8774093728795,237.70138217298842,237.8167456475457,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.5556200000000047,251.79573739939087,115.36347455728446,60.66372533379649,4.4998135791517075,0.19973431481043757
en08,We'll say 'teekus' this Friday,239.775011,241.275616,240.21293525338413,240.4078571837769,240.28385929229398,240.3451016306392,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,1.5006050000000073,194.9219303927805,61.242338345209646,62.755553137719744,4.664785203301313,0.3647059389600429
en08,They'll say 'teegus' this Tuesday,242.370023,244.076758,242.85092635200564,243.07507980820816,242.9335078836052,243.04317439645592,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.706735000000009,224.15345620251514,109.66651285073681,31.90541175223416,4.101398283857754,-0.19868098048351612
en08,She'll say 'teek' this Sunday,245.227177,246.742112,245.78475384737354,246.03359120157876,245.8820743959788,245.97465002370996,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.51493499999998,248.83735420522157,92.57562773115069,58.94117786880315,3.9605659648764333,-0.33951329946483666
en08,We'll say 'terbus' this Friday,247.770023,249.307377,248.2550900187761,248.48441575809403,248.3382647029625,248.430023,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.5373539999999934,229.3257393179431,91.75829703750082,54.392758094024884,4.553277904763659,0.25319864042238915
en08,I'll say 'teek' this Thursday,250.300045,251.848146,250.77432284357843,250.9992868001057,250.85017919685552,250.92851242032035,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.5481010000000026,224.96395652726164,78.33322346482419,70.77437978534817,3.8757161192971195,-0.4243631450441505
en08,We'll say 'tarbus' this Friday,252.965034,254.523302,253.42486492468626,253.69976041991148,253.5243974959614,253.62409432582572,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.5582679999999982,274.8954952252234,99.69682986431394,75.66609408576142,4.492166944325372,0.1920876799841018
en08,She'll say 'teep' this Sunday,255.496889,257.042229,256.0813574724115,256.3404865277049,256.1843733908008,256.2612823738389,I'll say '{word}' this Thursday,teep,ee,iː,p,labial,voiceless,mono,1.5453400000000101,259.1290552933856,76.90898303815175,79.20415386598734,3.882640713370495,-0.417438550970775
en08,They'll say 'tarkus' this Tuesday,258.124989,259.777503,258.5706212199052,258.8410867818351,258.6845959441629,258.78002005274726,She'll say '{word}' this Sunday,tarkus,ar,ɑː,k,velar,voiceless,di,1.6525139999999965,270.4655619298819,95.42410858438188,61.06672908782684,4.2359701642467265,-0.06410910009454351
en08,They'll say 'targ' this Tuesday,260.82,262.346202,261.2848398574601,261.57618261825,261.3798860742904,261.51091619354065,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.526202000000012,291.3427607899166,131.03011925022656,65.26642470936395,3.9313275700070847,-0.3687516943341853
en08,They'll say 'terpus' this Tuesday,263.424989,265.065544,263.90791193983864,264.13058408675,263.99161660489517,264.0727983092132,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,1.6405550000000062,222.67214691134996,81.18170431805538,57.785777536764726,4.266848718878656,-0.03323054546261428
en08,They'll say 'teeb' this Tuesday,266.424989,267.98452,266.9199135086248,267.16158427183524,267.00409512619666,267.1109131581941,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.5595309999999927,241.67076321043623,106.81803199742035,50.67111364115817,3.8473105055302064,-0.4527687588110636
en08,I'll say 'teepus' this Thursday,269.164989,270.820901,269.60407075401264,269.80710255099456,269.69083981376406,269.75944176793695,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.6559120000000007,203.03179698191798,68.60195417289106,47.66078305760857,4.227277778046174,-0.07280148629509586
en08,We'll say 'teeg' this Friday,272.090023,273.657459,272.699431685698,272.94377975448305,272.77043644538793,272.8630120731191,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.5674360000000434,244.34806878502968,92.57562773115069,80.76768136396595,3.8279074871317453,-0.47217177720952463
en08,She'll say 'tarp' this Sunday,274.767849,276.269386,275.2939596212685,275.55305063665503,275.36928920872913,275.48607692371303,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.5015369999999848,259.0910153865025,116.78771498390006,66.97371294200138,3.9959055288015284,-0.3041737355397416
en08,They'll say 'targus' this Tuesday,277.584989,279.193875,278.0248263080011,278.27351472970327,278.1118772900532,278.21157411991754,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.608885999999984,248.68842170218386,99.69682986434236,61.940609785722245,4.350836541557369,0.050757277216098906
en08,I'll say 'teeb' this Thursday,280.325034,281.86903,280.77112973965615,281.0206411109881,280.8488813747782,280.95712364720237,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.5439959999999928,249.51137133194834,108.24227242414963,63.51746378572898,3.886020430104759,-0.4140588342365108
en08,They'll say 'terbus' this Tuesday,283.110023,284.829319,283.6316737825505,283.86846868258635,283.7090853772769,283.81875189012766,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.7192959999999857,236.7949000358749,109.66651285076523,49.71679245869609,4.071433889219808,-0.2286453751214621
en08,I'll say 'terg' this Thursday,288.364989,289.973467,288.8133462595415,289.0924554980373,288.88904438118027,289.0229229812838,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.6084780000000478,279.10923849577784,133.8786001035146,69.53251675349748,3.7302344203649795,-0.5698448439762904
en08,They'll say 'terk' this Tuesday,291.141057,292.643493,291.5760155707569,291.83208235568264,291.6505052085927,291.7672929235766,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.5024359999999888,256.06678492573565,116.78771498390006,64.78943210606758,3.9935145323994132,-0.30656473194185674
en08,You'll say 'teek' this Monday,293.590023,295.040488,294.09153810617147,294.32500145169035,294.17321759166265,294.272914421527,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.4504650000000083,233.46334551888503,99.69682986434236,52.08703016336358,4.136604468222236,-0.1634747961190337
en08,You'll say 'targus' this Monday,296.16,297.643071,296.6069378524362,296.860228362784,296.6908290472626,296.8,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.4830709999999954,253.29051034782424,109.17095273742916,60.228362784016554,4.719935862814404,0.4198565984731344
en08,I'll say 'tarbus' this Thursday,298.935011,300.589519,299.34419427009766,299.60124478496726,299.42819075252925,299.535011,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.6545080000000212,257.0505148696043,106.82024747075047,66.23378496726673,4.2308650063945965,-0.06921425794667346
en08,You'll say 'tarp' this Monday,301.610023,303.080974,302.08586414118156,302.39047879424265,302.18211315384326,302.2881563413337,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.4709510000000137,304.61465306109403,106.0431874904566,102.32245290893616,4.078993793810905,-0.2210854705303653
en08,We'll say 'teepus' this Friday,304.296641,305.697912,304.6963941821008,304.87536089751865,304.77224166435417,304.82351431971296,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.4012709999999515,178.96671541785736,51.27265535878678,51.846577805690686,4.995464831570939,0.6953855672296694
en08,They'll say 'teebus' this Tuesday,307.943806,309.506317,308.4010987119669,308.5851416801558,308.465513351326,308.52960417052446,We'll say '{word}' this Friday,teebus,ee,iː,b,labial,voiced,di,1.562511000000029,184.04296818891908,64.09081919844084,55.537509631335524,4.479968461021951,0.17988919668068082
en08,She'll say 'tark' this Sunday,310.529219,312.047086,311.0715064026666,311.3419923409839,311.15005895395996,311.2654224285172,I'll say '{word}' this Thursday,tark,ar,ɑː,k,velar,voiceless,mono,1.517866999999967,270.48593831727885,115.36347455722762,76.56991246670941,3.9529155057723306,-0.34716375856893933
en08,You'll say 'terb' this Monday,313.33487,314.773753,313.8076865065287,314.0847203530171,313.88807629688665,314.00913673315046,We'll say '{word}' this Friday,terb,er,əː,b,labial,voiced,mono,1.4388829999999757,277.03384648839346,121.0604362638037,75.58361986662021,4.169901235889299,-0.13017802845197135
en08,You'll say 'terkus' this Monday,315.86,317.417207,316.3304478795001,316.56348859197,316.4067543723715,316.50217848095593,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.5572070000000053,233.04071246985814,95.42410858443873,61.31011101405193,4.495227673649024,0.19514840930775446
en08,They'll say 'tergus' this Tuesday,318.52,320.240028,319.0465997577201,319.3103207707684,319.1442886461685,319.262500601579,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.7200280000000134,263.72101304826856,118.21195541051566,47.8201691893787,4.069701190910814,-0.23037807343045635
en08,I'll say 'tarp' this Thursday,321.310023,322.822287,321.7195785836619,321.9956567501108,321.8176787390838,321.910023,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.512264000000016,276.07816644888317,92.34426091620662,85.63375011078733,3.9675612194695744,-0.33251804487169556
en08,You'll say 'tarpus' this Monday,323.830023,325.380683,324.27159645220706,324.5144130718055,324.3540437339245,324.43949815952254,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.5506599999999935,242.81661959844314,85.45442559801586,74.91491228296354,4.5142068538557965,0.21412758951452648
en08,We'll say 'terpus' this Friday,326.345034,327.872417,326.7991192840539,327.0438488632598,326.8721916203373,326.965034,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,1.5273829999999862,244.72957920590943,92.84237966272713,78.81486325982223,4.583002429646044,0.2829231653047737
en08,I'll say 'tarpus' this Thursday,331.864989,333.368361,332.27508747538405,332.4886169887344,332.324663614857,332.4229362042947,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.503372000000013,213.52951335035186,98.27258943766992,65.68078443973491,4.65619953012291,0.35612026578164
en08,They'll say 'tarpus' this Tuesday,335.027026,336.578497,335.43812066805157,335.6389307619047,335.5043743003105,335.587026,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.5514710000000491,200.81009385313564,82.65169968950659,51.90476190472282,4.5118471437750225,0.21176787943375253
en08,We'll say 'teegus' this Friday,337.62,339.071646,338.07545307074935,338.2717219604318,338.1519492552758,338.2317067191672,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.4516459999999825,196.26888968247158,79.75746389143978,40.01524126459799,4.822112278062341,0.5220330137210709
en08,She'll say 'teeb' this Sunday,340.197291,341.625872,340.7334055083778,341.02531675548914,340.8212391954417,340.9152390635995,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.4285810000000083,291.91124711132943,93.99986815776629,110.07769188967131,4.199971860188512,-0.10010740415275787
en08,She'll say 'tergus' this Sunday,342.669835,344.215957,343.1891091244725,343.42562363144134,343.26639319955405,343.36039306771187,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.5461220000000253,236.51450696883103,93.99986815782313,65.23056372947167,4.527456436167317,0.22737717182604733
en08,We'll say 'terp' this Friday,345.304989,346.681633,345.7507423513869,346.01179181906167,345.8301763830424,345.92844897248006,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.3766439999999989,261.0494676747521,98.27258943766992,83.3428465816155,4.3584252718931005,0.0583460075518305
en08,We'll say 'terkus' this Friday,347.630023,349.069445,348.047048210396,348.27964145586674,348.1305284492867,348.21883135573796,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.439421999999979,232.59324547075266,88.30290645124705,60.81010012877641,4.863063090601715,0.562983826260445
en09,We'll say 'terk' this Friday,3.409932,5.049977,3.943976625855873,4.21968281271143,4.02982824933698,4.160178680803315,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.6400450000000002,275.70618685555723,130.35043146633552,59.5041319081151,3.6584362014456917,-0.6416430628955783
en09,You'll say 'tarbus' this Monday,6.590023,8.169977,7.00555577603366,7.272962599706671,7.075525710214002,7.200023,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.579953999999999,267.40682367301093,124.49728978599772,72.93959970667086,4.430508736330301,0.13042947198903132
en09,She'll say 'teeg' this Sunday,9.48077,11.109977,10.000820629182737,10.306663964314343,10.109019074035157,10.24243657447717,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.629207000000001,305.84333513160544,133.41750044201285,64.22738983717302,3.6827732755874463,-0.6173059887538237
en09,We'll say 'teeb' this Friday,12.950023,14.418155,13.48376209770498,13.765132171409721,13.589291162428534,13.690023,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.4681320000000007,281.3700737047409,100.73183757146609,75.1091714097214,4.08682598022521,-0.21325328411606037
en09,She'll say 'terbus' this Sunday,15.640273,17.248533,16.09061477970574,16.363557253233278,16.18297426463774,16.291855213274324,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.6082599999999978,272.9424735275394,108.88094863658537,71.70203995895363,4.352530063546945,0.0524507992056753
en09,She'll say 'terk' this Sunday,18.351225,19.869977,18.78332443741958,19.068286289416903,18.864646442275333,19.01033221862006,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.5187519999999992,284.9618519973234,145.68577634472746,57.95407079684267,3.9506120814984955,-0.34946718284277445
en09,I'll say 'teeb' this Thursday,20.890023,22.504706,21.33542753194381,21.638021571281005,21.45615422152832,21.560023,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.6146829999999994,302.594039337194,103.86877847168208,77.99857128100385,3.715899653368495,-0.5841796109727748
en09,We'll say 'terbus' this Friday,23.631284,25.275371,24.066040190799818,24.331584370921057,24.15475945737899,24.274375147430447,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.644086999999999,265.54418012123904,119.61569005145734,57.20922349060942,4.257682227278729,-0.04239703706254083
en09,You'll say 'terg' this Monday,26.457681,27.850975,26.84396265873158,27.145833169435083,26.94134701082173,27.082432183702938,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.3932939999999974,301.8705107035018,141.08517288120836,63.40098573214448,4.306341662276599,0.0062623979353286785
en09,I'll say 'terk' this Thursday,28.904989,30.38407,29.31354637036898,29.58894997655036,29.40091340310993,29.52206262764923,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.4790810000000008,275.4036061813814,121.14922453930177,66.88734890112968,4.056572966592091,-0.2435062977491791
en09,I'll say 'teebus' this Thursday,31.455011,33.095023,31.854442212865525,32.11447187488483,31.962071386840304,32.055616990598494,We'll say '{word}' this Friday,teebus,ee,iː,b,labial,voiced,di,1.6400119999999987,260.0296620193028,93.54560375819077,58.85488428633323,4.268261451745478,-0.03181781259579175
en09,You'll say 'terpus' this Monday,34.12,35.63878,34.51143147206558,34.7806530737483,34.59166757073818,34.70668265732613,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,1.5187799999999996,269.221601682716,115.01508658794535,73.97041642217062,4.608962456708675,0.30888319236740536
en09,She'll say 'tarpus' this Sunday,39.776459,41.317044,40.20358371693474,40.485456021962975,40.299607933849245,40.410022416973675,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.540585,281.87230502823724,110.41448312442981,75.43360498929985,4.543728518712047,0.24364925437077734
en09,I'll say 'terb' this Thursday,42.730242,44.334521,43.175146072466454,43.491554184518456,43.25591790034001,43.401603676684736,We'll say '{word}' this Friday,terb,er,əː,b,labial,voiced,mono,1.6042790000000053,316.40811205200237,145.68577634472746,89.95050783371994,3.739997843267898,-0.560081421073372
en09,You'll say 'terkus' this Monday,45.484989,47.129977,45.913242968253975,46.20228364607685,46.00647077223666,46.12761999677596,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.644987999999998,289.0406778228751,121.14922453930177,74.66364930088787,4.255350191004438,-0.04472907333683196
en09,I'll say 'targ' this Thursday,48.290023,49.861209,48.68470480173287,48.9784829495073,48.75523339425806,48.91318744650551,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.5711860000000044,293.77814777443234,157.9540522474474,65.2955030017921,3.818771297605747,-0.4813079667355229
en09,I'll say 'teek' this Thursday,50.943997,52.512448,51.34193891475681,51.62735178130224,51.44489413856903,51.55070801822995,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.568450999999996,285.4128665454283,105.81387966091427,76.64376307229048,3.8254303130923537,-0.47464895124891626
en09,We'll say 'tarbus' this Friday,53.567371,55.164847,54.02184080222192,54.30442950332526,54.09832090695713,54.233271941886976,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.5974760000000003,282.588701103343,134.9510349298484,71.15756143828378,4.38191246691656,0.08183320257529036
en09,You'll say 'tarpus' this Monday,56.255011,57.909977,56.661424016372806,56.97865004783232,56.75539235394242,56.879608647457395,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,1.6549659999999946,317.2260314595121,124.21629351497643,99.04140037492226,4.229694144773985,-0.07038511956728488
en09,We'll say 'terkus' this Friday,61.485034,62.920897,61.875857222786934,62.1502057394604,61.96378554709895,62.06499882329634,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.4358629999999977,274.34851667346294,101.21327619739162,85.20691616405429,4.8751169157503265,0.5750376514090565
en09,I'll say 'targus' this Thursday,64.099226,65.799045,64.48348583165904,64.75603143426204,64.56219761046539,64.69254804193173,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.699819000000005,272.5456026030031,130.35043146633996,63.48339233031197,4.118085513810576,-0.1819937505306939
